Protein_ID	MD5_Digest	Length	Analysis	Signature_Accession	Signature_Description	Start	Stop	Score	Status	Date	InterPro_Accession	InterPro_Description	GO_Annotations	Pathway_Annotations
XBmRNA24350|XBXL10_1g12885	797437c8f0a8b796ff0e4f42705da710	477	Pfam	PF07967	NuBaID N-terminal domain (aka zf-C3HC)	66	193	3.20E-33	T	7/5/2026	IPR012935	"NuBaID, N-terminal domain"	-	-
XBmRNA60704|XBXL10_1g32214	62dac041152e33c3c91cff6c1a2f0ce3	368	Pfam	PF00178	Ets-domain	262	342	1.10E-30	T	7/5/2026	IPR000418	Ets domain	-	-
XBmRNA63809|XBXL10_1g33786	0cb7e1eb7ac337f84d476a70fa13646c	571	Pfam	PF07894	Scaffolding anchor of CK1 domain	18	285	1.40E-101	T	7/5/2026	IPR012461	Scaffolding anchor of CK1 domain	-	-
XBmRNA7171|XBXL10_1g3924	07c09f522d37272c7e1bdc76c08a9fe6	781	Pfam	PF13855	Leucine rich repeat	75	133	5.20E-11	T	7/5/2026	IPR001611	Leucine-rich repeat	-	-
XBmRNA7171|XBXL10_1g3924	07c09f522d37272c7e1bdc76c08a9fe6	781	Pfam	PF13855	Leucine rich repeat	475	527	0.0093	T	7/5/2026	IPR001611	Leucine-rich repeat	-	-
XBmRNA7171|XBXL10_1g3924	07c09f522d37272c7e1bdc76c08a9fe6	781	Pfam	PF01582	TIR domain	637	763	3.90E-16	T	7/5/2026	IPR000157	Toll/interleukin-1 receptor homology (TIR) domain	-	-
XBmRNA3948|XBXL10_1g2153	6ee654aa7ae5e1c07d412da99fa19ea5	551	Pfam	PF02106	Fanconi anaemia group C protein	1	549	6.70E-186	T	7/5/2026	IPR000686	Fanconi anaemia group C protein	-	-
XBmRNA50678|XBXL10_1g27054	b1f9aa7c73e412492b36e492515e07a2	553	Pfam	PF07782	DC-STAMP-like protein	261	451	5.20E-44	T	7/5/2026	IPR012858	Dendritic cell-specific transmembrane protein-like	-	-
XBmRNA50678|XBXL10_1g27054	b1f9aa7c73e412492b36e492515e07a2	553	Pfam	PF26037	"E3 ubiquitin-protein ligase DCST1-like, C-terminal RING domain"	500	542	1.60E-06	T	7/5/2026	IPR058842	"E3 ubiquitin-protein ligase DCST1-like, C-terminal domain"	-	-
XBmRNA66652|XBXL10_1g35312	f3b0801f94616277408b6292a0a4cb74	895	Pfam	PF05672	MAP7 (E-MAP-115) family	541	692	2.50E-36	T	7/5/2026	IPR008604	Microtubule-associated protein 7 family	-	-
XBmRNA43015|XBXL10_1g23080	31efae4e34d64db4b243e463659b6ead	402	Pfam	PF00001	7 transmembrane receptor (rhodopsin family)	47	304	9.40E-34	T	7/5/2026	IPR000276	"G protein-coupled receptor, rhodopsin-like"	-	-
XBmRNA15675|XBXL10_1g8295	ec1a85fe880487d925555c248d6329fc	513	Pfam	PF00038	Intermediate filament protein	127	439	1.10E-118	T	7/5/2026	IPR039008	"Intermediate filament, rod domain"	-	-
XBmRNA15675|XBXL10_1g8295	ec1a85fe880487d925555c248d6329fc	513	Pfam	PF16208	Keratin type II head	61	124	6.90E-15	T	7/5/2026	IPR032444	Keratin type II head	-	-
XBmRNA43314|XBXL10_1g23243	f2da4d55cd90c8fe395aa00beda0d1b1	1029	Pfam	PF03914	CBF/Mak21 family	537	735	2.50E-47	T	7/5/2026	IPR005612	CCAAT-binding factor	-	-
XBmRNA34715|XBXL10_1g18828	b7d7779ad7905e49553622af38278768	556	Pfam	PF00135	Carboxylesterase family	25	536	3.60E-157	T	7/5/2026	IPR002018	"Carboxylesterase, type B"	-	-
XBmRNA81194|XBXL10_1g43184	1235c6532deca49763d0b4669ba62cb5	373	Pfam	PF04880	"NUDE protein, C-terminal conserved region"	140	302	4.60E-48	T	7/5/2026	IPR006964	NUDE domain	-	-
XBmRNA24979|XBXL10_1g13182	7adea6255ae3bf17ada606e7c98811db	532	Pfam	PF03901	Alg9-like mannosyltransferase family	51	436	1.50E-111	T	7/5/2026	IPR005599	GPI mannosyltransferase	-	-
XBmRNA74695|XBXL10_1g39708	7c88e791849ba98a1d281a7980fa3ce1	200	Pfam	PF03357	Snf7	19	177	1.00E-37	T	7/5/2026	IPR005024	Snf7 family	-	-
XBmRNA32750|XBXL10_1g17771	4deeebc1d186d0ddbd61b6b5e9506e44	415	Pfam	PF17047	Synaptotagmin-like mitochondrial-lipid-binding domain	1	105	9.70E-18	T	7/5/2026	IPR039010	"Synaptotagmin, SMP domain"	-	-
XBmRNA32750|XBXL10_1g17771	4deeebc1d186d0ddbd61b6b5e9506e44	415	Pfam	PF00168	C2 domain	270	370	0.0049	T	7/5/2026	IPR000008	C2 domain	-	-
XBmRNA32750|XBXL10_1g17771	4deeebc1d186d0ddbd61b6b5e9506e44	415	Pfam	PF00168	C2 domain	122	223	7.50E-18	T	7/5/2026	IPR000008	C2 domain	-	-
XBmRNA68110|XBXL10_1g36016	b6db03ffcfb13a7e368ac429b5ec1299	1660	Pfam	PF15324	Hedgehog signalling target	237	1488	0	T	7/5/2026	IPR029246	Protein TALPID3	-	-
XBmRNA56841|XBXL10_1g30204	eab1af986931fe047a2e8bf106a1e27c	988	Pfam	PF00013	KH domain	304	366	6.50E-09	T	7/5/2026	IPR004088	"K Homology domain, type 1"	-	-
XBmRNA56841|XBXL10_1g30204	eab1af986931fe047a2e8bf106a1e27c	988	Pfam	PF00013	KH domain	151	218	8.90E-13	T	7/5/2026	IPR004088	"K Homology domain, type 1"	-	-
XBmRNA56841|XBXL10_1g30204	eab1af986931fe047a2e8bf106a1e27c	988	Pfam	PF22985	"Protein bicaudal C homolog 1, KH-like domain"	223	296	4.00E-23	T	7/5/2026	IPR054727	"Protein bicaudal C homolog 1, KH-like domain"	-	-
XBmRNA56841|XBXL10_1g30204	eab1af986931fe047a2e8bf106a1e27c	988	Pfam	PF22985	"Protein bicaudal C homolog 1, KH-like domain"	372	439	1.50E-22	T	7/5/2026	IPR054727	"Protein bicaudal C homolog 1, KH-like domain"	-	-
XBmRNA56841|XBXL10_1g30204	eab1af986931fe047a2e8bf106a1e27c	988	Pfam	PF00536	SAM domain (Sterile alpha motif)	892	947	3.10E-11	T	7/5/2026	IPR001660	Sterile alpha motif domain	-	-
XBmRNA56841|XBXL10_1g30204	eab1af986931fe047a2e8bf106a1e27c	988	Pfam	PF24234	"BICC1, first type I KH domain"	66	141	6.20E-31	T	7/5/2026	IPR047549	"BICC1, first type I KH domain"	-	-
XBmRNA45516|XBXL10_1g24316	90f3090a304c0e7d4325f2cd1c836edf	347	Pfam	PF04572	"Alpha 1,4-glycosyltransferase conserved region"	215	338	1.60E-38	T	7/5/2026	IPR007652	"Alpha 1,4-glycosyltransferase domain"	-	-
XBmRNA45516|XBXL10_1g24316	90f3090a304c0e7d4325f2cd1c836edf	347	Pfam	PF04488	Glycosyltransferase sugar-binding region containing DXD motif	79	196	5.80E-09	T	7/5/2026	IPR007577	"Glycosyltransferase, DXD sugar-binding motif"	-	-
XBmRNA37405|XBXL10_1g20158	a1417e109ebf4567f1a6bb29eda0058e	307	Pfam	PF15817	Transmembrane protein 40 family	205	305	2.10E-29	T	7/5/2026	IPR026181	Transmembrane protein 40	-	-
XBmRNA79846|XBXL10_1g42484	51fc4b390c2226d40dd0e7bed9573161	554	Pfam	PF00702	haloacid dehalogenase-like hydrolase	285	529	7.80E-09	T	7/5/2026	-	-	-	-
XBmRNA60004|XBXL10_1g31782	ddb6481997aaef322a921f532074129b	278	Pfam	PF22911	"Proline-rich AKT1 substrate 1, N-terminal domain"	8	73	4.10E-24	T	7/5/2026	IPR055192	"Proline-rich AKT1 substrate 1, N-terminal domain"	-	-
XBmRNA60004|XBXL10_1g31782	ddb6481997aaef322a921f532074129b	278	Pfam	PF15798	Proline-rich AKT1 substrate 1	158	273	1.50E-51	T	7/5/2026	IPR026682	Proline-rich AKT1 substrate 1 protein	-	-
XBmRNA47348|XBXL10_1g25354	4ee977490f0153dac40b10f39272260f	488	Pfam	PF21126	"Katanin p60 subunit A1, MIT domain"	6	69	2.20E-28	T	7/5/2026	IPR048611	"Katanin p60 ATPase-containing subunit A1, MIT domain"	-	-
XBmRNA47348|XBXL10_1g25354	4ee977490f0153dac40b10f39272260f	488	Pfam	PF00004	ATPase family associated with various cellular activities (AAA)	242	378	4.70E-37	T	7/5/2026	IPR003959	"ATPase, AAA-type, core"	-	-
XBmRNA47348|XBXL10_1g25354	4ee977490f0153dac40b10f39272260f	488	Pfam	PF09336	Vps4 C terminal oligomerisation domain	452	486	6.20E-05	T	7/5/2026	IPR015415	"Spastin/Vps4, C-terminal"	-	-
XBmRNA47348|XBXL10_1g25354	4ee977490f0153dac40b10f39272260f	488	Pfam	PF17862	AAA+ lid domain	400	442	1.50E-09	T	7/5/2026	IPR041569	"AAA ATPase, AAA+ lid domain"	-	-
XBmRNA64555|XBXL10_1g34222	3e3534fd76143576d8b17b7a9ed03d48	2538	Pfam	PF23321	"ABCA1-like, C-terminal R1 regulatory domain"	2380	2453	1.30E-16	T	7/5/2026	IPR056264	"ABCA1-4-like, C-terminal R2 regulatory domain"	-	-
XBmRNA64555|XBXL10_1g34222	3e3534fd76143576d8b17b7a9ed03d48	2538	Pfam	PF12698	ABC-2 family transporter protein	1828	2109	1.20E-37	T	7/5/2026	IPR013525	"ABC-2 type transporter, transmembrane domain"	-	-
XBmRNA64555|XBXL10_1g34222	3e3534fd76143576d8b17b7a9ed03d48	2538	Pfam	PF12698	ABC-2 family transporter protein	801	1007	1.30E-11	T	7/5/2026	IPR013525	"ABC-2 type transporter, transmembrane domain"	-	-
XBmRNA64555|XBXL10_1g34222	3e3534fd76143576d8b17b7a9ed03d48	2538	Pfam	PF00005	ABC transporter	2177	2317	4.20E-23	T	7/5/2026	IPR003439	"ABC transporter-like, ATP-binding domain"	-	-
XBmRNA64555|XBXL10_1g34222	3e3534fd76143576d8b17b7a9ed03d48	2538	Pfam	PF00005	ABC transporter	1102	1246	1.00E-28	T	7/5/2026	IPR003439	"ABC transporter-like, ATP-binding domain"	-	-
XBmRNA64555|XBXL10_1g34222	3e3534fd76143576d8b17b7a9ed03d48	2538	Pfam	PF26955	ACT-like domain	1330	1398	5.40E-04	T	7/5/2026	-	-	-	-
XBmRNA80264|XBXL10_1g42687	dff3b3025dbcabe44d8a7f722dff5262	318	Pfam	PF14160	Centrosome-associated C terminus	199	303	2.80E-27	T	7/5/2026	IPR025741	"Centrosome-associated, FAM110, C-terminal domain"	-	-
XBmRNA80264|XBXL10_1g42687	dff3b3025dbcabe44d8a7f722dff5262	318	Pfam	PF14161	Centrosome-associated N terminus	9	99	2.50E-30	T	7/5/2026	IPR025739	"Centrosome-associated, FAM110, N-terminal domain"	-	-
XBmRNA56731|XBXL10_1g30152	4a65bffc88cd5ba2ca39ffb8d7be9f8e	318	Pfam	PF13853	Olfactory receptor	34	303	1.60E-46	T	7/5/2026	IPR000725	Olfactory receptor	-	-
XBmRNA83030|XBXL10_1g44147	0c92e8e617297099915c0d30ae0be97a	304	Pfam	PF05296	Taste receptor protein (TAS2R)	16	297	7.40E-27	T	7/5/2026	IPR007960	Taste receptor type 2	-	-
XBmRNA14989|XBXL10_1g7928	cb143798f65b1290c12fa9668c171f12	997	Pfam	PF08266	Cadherin-like	23	97	2.40E-09	T	7/5/2026	IPR013164	"Cadherin, N-terminal"	-	-
XBmRNA14989|XBXL10_1g7928	cb143798f65b1290c12fa9668c171f12	997	Pfam	PF00028	Cadherin domain	456	551	1.50E-06	T	7/5/2026	IPR002126	Cadherin-like	-	-
XBmRNA14989|XBXL10_1g7928	cb143798f65b1290c12fa9668c171f12	997	Pfam	PF00028	Cadherin domain	353	441	8.80E-11	T	7/5/2026	IPR002126	Cadherin-like	-	-
XBmRNA14989|XBXL10_1g7928	cb143798f65b1290c12fa9668c171f12	997	Pfam	PF00028	Cadherin domain	239	330	1.70E-12	T	7/5/2026	IPR002126	Cadherin-like	-	-
XBmRNA14989|XBXL10_1g7928	cb143798f65b1290c12fa9668c171f12	997	Pfam	PF00028	Cadherin domain	573	661	4.10E-11	T	7/5/2026	IPR002126	Cadherin-like	-	-
XBmRNA14989|XBXL10_1g7928	cb143798f65b1290c12fa9668c171f12	997	Pfam	PF00028	Cadherin domain	130	223	4.70E-12	T	7/5/2026	IPR002126	Cadherin-like	-	-
XBmRNA25728|XBXL10_1g13535	76cf47bcadcc2b8bd1d56e8cf8092ad3	689	Pfam	PF05786	Condensin complex subunit 2	40	687	9.70E-129	T	7/5/2026	IPR022816	Condensin complex subunit 2/barren	-	-
XBmRNA73510|XBXL10_1g38953	d91396f18bb193f412f86d934f5eb036	497	Pfam	PF00038	Intermediate filament protein	147	458	2.70E-96	T	7/5/2026	IPR039008	"Intermediate filament, rod domain"	-	-
XBmRNA42469|XBXL10_1g22793	8972dcec5b9a4cc8ca7495b4212494d2	326	Pfam	PF15511	Centromere kinetochore component CENP-T histone fold	268	319	0.0012	T	7/5/2026	IPR035425	"CENP-T/Histone H4, histone fold"	-	-
XBmRNA42469|XBXL10_1g22793	8972dcec5b9a4cc8ca7495b4212494d2	326	Pfam	PF15511	Centromere kinetochore component CENP-T histone fold	45	96	6.90E-04	T	7/5/2026	IPR035425	"CENP-T/Histone H4, histone fold"	-	-
XBmRNA42469|XBXL10_1g22793	8972dcec5b9a4cc8ca7495b4212494d2	326	Pfam	PF00125	Core histone H2A/H2B/H3/H4 domain	152	221	2.50E-21	T	7/5/2026	IPR007125	Core Histone H2A/H2B/H3 domain	-	-
XBmRNA45412|XBXL10_1g24256	06dbc9f803642779e9cd902aa8296ce2	456	Pfam	PF01770	Reduced folate carrier	11	418	5.40E-181	T	7/5/2026	IPR002666	Reduced folate carrier	-	-
XBmRNA22500|XBXL10_1g12059	2d26f6e7389c78bf96de9a8cbd6679ff	634	Pfam	PF16516	"Leucine zipper of domain CC2 of NEMO, NF-kappa-B essential modulator"	414	510	6.10E-09	T	7/5/2026	IPR032419	"NF-kappa-B essential modulator NEMO, CC2-LZ domain"	-	-
XBmRNA22500|XBXL10_1g12059	2d26f6e7389c78bf96de9a8cbd6679ff	634	Pfam	PF27887	"TNFAIP3-interacting protein 1, N-terminal domain"	28	71	4.30E-12	T	7/5/2026	IPR060363	"TNFAIP3-interacting protein 1, N-terminal domain"	-	-
XBmRNA13513|XBXL10_1g7192	8d7eadcc8fc4f7f9d47571c10652b79a	521	Pfam	PF01593	Flavin containing amine oxidoreductase	14	451	1.90E-73	T	7/5/2026	IPR002937	Amine oxidase	-	-
XBmRNA43411|XBXL10_1g23288	aff7514df759ebc20daba9b78d30bb85	2000	Pfam	PF05041	Pecanex protein (C-terminus)	1512	1734	5.10E-108	T	7/5/2026	IPR007735	"Pecanex, C-terminal"	-	-
XBmRNA6345|XBXL10_1g3450	96890bf4efd5aaa0910fbd1961d5236a	466	Pfam	PF00059	Lectin C-type domain	335	424	1.20E-05	T	7/5/2026	IPR001304	C-type lectin-like	-	-
XBmRNA33226|XBXL10_1g17979	438a4b3836a5b0788052117ee802d142	4263	Pfam	PF08742	C8 domain	749	817	3.20E-17	T	7/5/2026	IPR014853	"VWF/SSPO/Zonadhesin-like, cysteine-rich domain"	-	-
XBmRNA33226|XBXL10_1g17979	438a4b3836a5b0788052117ee802d142	4263	Pfam	PF08742	C8 domain	288	355	1.10E-13	T	7/5/2026	IPR014853	"VWF/SSPO/Zonadhesin-like, cysteine-rich domain"	-	-
XBmRNA33226|XBXL10_1g17979	438a4b3836a5b0788052117ee802d142	4263	Pfam	PF25962	Otogelin-like/Mucin TIL domain	829	883	3.30E-16	T	7/5/2026	IPR058753	"Otogelin-like/Mucin, TIL domain"	-	-
XBmRNA33226|XBXL10_1g17979	438a4b3836a5b0788052117ee802d142	4263	Pfam	PF01826	Trypsin Inhibitor like cysteine rich domain	361	418	0.05	T	7/5/2026	IPR002919	"Trypsin Inhibitor-like, cysteine rich domain"	-	-
XBmRNA33226|XBXL10_1g17979	438a4b3836a5b0788052117ee802d142	4263	Pfam	PF01826	Trypsin Inhibitor like cysteine rich domain	2	53	5.50E-07	T	7/5/2026	IPR002919	"Trypsin Inhibitor-like, cysteine rich domain"	-	-
XBmRNA33226|XBXL10_1g17979	438a4b3836a5b0788052117ee802d142	4263	Pfam	PF00094	von Willebrand factor type D domain	93	245	5.90E-26	T	7/5/2026	IPR001846	"von Willebrand factor, type D domain"	-	-
XBmRNA33226|XBXL10_1g17979	438a4b3836a5b0788052117ee802d142	4263	Pfam	PF00094	von Willebrand factor type D domain	560	706	3.60E-25	T	7/5/2026	IPR001846	"von Willebrand factor, type D domain"	-	-
XBmRNA33226|XBXL10_1g17979	438a4b3836a5b0788052117ee802d142	4263	Pfam	PF13330	Mucin-2 protein WxxW repeating region	1027	1113	1.70E-12	T	7/5/2026	IPR025155	WxxW domain	-	-
XBmRNA33226|XBXL10_1g17979	438a4b3836a5b0788052117ee802d142	4263	Pfam	PF13330	Mucin-2 protein WxxW repeating region	2423	2509	5.40E-13	T	7/5/2026	IPR025155	WxxW domain	-	-
XBmRNA31962|XBXL10_1g17248	60b89e9bca00a8d9180d3c8bb803e46e	233	Pfam	PF00753	Metallo-beta-lactamase superfamily	52	114	3.10E-10	T	7/5/2026	IPR001279	Metallo-beta-lactamase	-	-
XBmRNA59606|XBXL10_1g31536	d0d90cd5061ad71735be124105d80ee2	4211	Pfam	PF25794	Sacsin domain	1304	1542	2.80E-77	T	7/5/2026	IPR058210	Sacsin/Nov domain	-	-
XBmRNA59606|XBXL10_1g31536	d0d90cd5061ad71735be124105d80ee2	4211	Pfam	PF25794	Sacsin domain	10	242	1.80E-66	T	7/5/2026	IPR058210	Sacsin/Nov domain	-	-
XBmRNA59606|XBXL10_1g31536	d0d90cd5061ad71735be124105d80ee2	4211	Pfam	PF25794	Sacsin domain	2300	2525	7.30E-75	T	7/5/2026	IPR058210	Sacsin/Nov domain	-	-
XBmRNA59606|XBXL10_1g31536	d0d90cd5061ad71735be124105d80ee2	4211	Pfam	PF05168	HEPN domain	4081	4174	5.50E-04	T	7/5/2026	IPR007842	HEPN domain	-	-
XBmRNA82400|XBXL10_1g43778	7afdc08bf41dc094907b70c0e63aa4fa	265	Pfam	PF15251	Telomere attrition and p53 response 1 protein-like	25	263	4.10E-107	T	7/5/2026	IPR029196	HUWE1-associated protein modifying stress responses-like	-	-
XBmRNA28549|XBXL10_1g15289	1929b3ed0b1930b1db303a6cf34e04f0	405	Pfam	PF00019	Transforming growth factor beta like domain	305	404	3.50E-25	T	7/5/2026	IPR001839	"Transforming growth factor-beta, C-terminal"	-	-
XBmRNA28549|XBXL10_1g15289	1929b3ed0b1930b1db303a6cf34e04f0	405	Pfam	PF00688	TGF-beta propeptide	56	186	3.50E-04	T	7/5/2026	IPR001111	"TGF-beta, propeptide"	-	-
XBmRNA48829|XBXL10_1g26091	4373e1f478863b39532c9d64543a8705	419	Pfam	PF05461	Apolipoprotein L	56	193	3.10E-24	T	7/5/2026	IPR008405	Apolipoprotein L	-	-
XBmRNA40794|XBXL10_1g21958	6ecd07efb617d38be3330f36f7b3b892	310	Pfam	PF00153	Mitochondrial carrier protein	107	202	1.20E-18	T	7/5/2026	IPR018108	"Mitochondrial carrier protein, transmembrane region"	-	-
XBmRNA40794|XBXL10_1g21958	6ecd07efb617d38be3330f36f7b3b892	310	Pfam	PF00153	Mitochondrial carrier protein	16	101	2.90E-11	T	7/5/2026	IPR018108	"Mitochondrial carrier protein, transmembrane region"	-	-
XBmRNA40794|XBXL10_1g21958	6ecd07efb617d38be3330f36f7b3b892	310	Pfam	PF00153	Mitochondrial carrier protein	207	301	5.30E-11	T	7/5/2026	IPR018108	"Mitochondrial carrier protein, transmembrane region"	-	-
XBmRNA77994|XBXL10_1g41327	06f5c0a8bc6a2d10af9086107de58e0c	659	Pfam	PF00560	Leucine Rich Repeat	216	235	340	T	7/5/2026	IPR001611	Leucine-rich repeat	-	-
XBmRNA77994|XBXL10_1g41327	06f5c0a8bc6a2d10af9086107de58e0c	659	Pfam	PF13855	Leucine rich repeat	100	159	3.90E-14	T	7/5/2026	IPR001611	Leucine-rich repeat	-	-
XBmRNA56176|XBXL10_1g29847	4533d42c99f770e590599da4e9643ea0	277	Pfam	PF00017	SH2 domain	84	160	1.20E-16	T	7/5/2026	IPR000980	SH2 domain	-	-
XBmRNA81168|XBXL10_1g43178	6df4bfdf4a97c1611d7531dceb47914c	602	Pfam	PF00055	Laminin N-terminal (Domain VI)	49	281	3.10E-80	T	7/5/2026	IPR008211	"Laminin, N-terminal"	-	-
XBmRNA81168|XBXL10_1g43178	6df4bfdf4a97c1611d7531dceb47914c	602	Pfam	PF01759	UNC-6/NTR/C345C module	486	592	3.10E-28	T	7/5/2026	IPR018933	"Netrin module, non-TIMP type"	-	-
XBmRNA81168|XBXL10_1g43178	6df4bfdf4a97c1611d7531dceb47914c	602	Pfam	PF24973	Laminin/attractin EGF domain	339	390	1.10E-04	T	7/5/2026	IPR056863	"Laminin/attractin/netrin-like, EGF domain"	-	-
XBmRNA81168|XBXL10_1g43178	6df4bfdf4a97c1611d7531dceb47914c	602	Pfam	PF24973	Laminin/attractin EGF domain	283	326	4.90E-05	T	7/5/2026	IPR056863	"Laminin/attractin/netrin-like, EGF domain"	-	-
XBmRNA81168|XBXL10_1g43178	6df4bfdf4a97c1611d7531dceb47914c	602	Pfam	PF00053	Laminin EGF domain	402	444	2.80E-07	T	7/5/2026	IPR002049	Laminin-type EGF domain	-	-
XBmRNA53161|XBXL10_1g28305	35662627a7fd93a46fafcc86e96641fd	1134	Pfam	PF01412	Putative GTPase activating protein for Arf	443	557	4.10E-31	T	7/5/2026	IPR001164	Arf GTPase activating protein	-	-
XBmRNA53161|XBXL10_1g28305	35662627a7fd93a46fafcc86e96641fd	1134	Pfam	PF14604	Variant SH3 domain	1080	1129	2.00E-06	T	7/5/2026	IPR001452	SH3 domain	-	-
XBmRNA53161|XBXL10_1g28305	35662627a7fd93a46fafcc86e96641fd	1134	Pfam	PF00169	PH domain	329	416	5.90E-09	T	7/5/2026	IPR001849	Pleckstrin homology domain	-	-
XBmRNA53161|XBXL10_1g28305	35662627a7fd93a46fafcc86e96641fd	1134	Pfam	PF16746	BAR domain of APPL family	54	286	1.90E-25	T	7/5/2026	IPR004148	BAR domain	-	-
XBmRNA53161|XBXL10_1g28305	35662627a7fd93a46fafcc86e96641fd	1134	Pfam	PF12796	Ankyrin repeats (3 copies)	589	662	1.60E-06	T	7/5/2026	IPR002110	Ankyrin repeat	-	-
XBmRNA56625|XBXL10_1g30076	792f0fab7b2bf7f59af2afb158f6d743	251	Pfam	PF00578	AhpC/TSA family	61	194	1.00E-34	T	7/5/2026	IPR000866	Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	-	-
XBmRNA56625|XBXL10_1g30076	792f0fab7b2bf7f59af2afb158f6d743	251	Pfam	PF10417	C-terminal domain of 1-Cys peroxiredoxin	214	249	9.10E-10	T	7/5/2026	IPR019479	"Peroxiredoxin, C-terminal"	-	-
XBmRNA40109|XBXL10_1g21617	06302280472318e3f1f33a22a4631f96	299	Pfam	PF03133	Tubulin-tyrosine ligase family	37	266	6.80E-65	T	7/5/2026	IPR004344	Tubulin-tyrosine ligase/Tubulin polyglutamylase	-	-
XBmRNA57343|XBXL10_1g30445	7e52311872c52c669fdd428093276670	469	Pfam	PF00454	Phosphatidylinositol 3- and 4-kinase	125	418	4.00E-37	T	7/5/2026	IPR000403	"Phosphatidylinositol 3-/4-kinase, catalytic domain"	-	-
XBmRNA60962|XBXL10_1g32340	33bb470b40bafdcec614c23ccfef819e	243	Pfam	PF00089	Trypsin	21	236	1.50E-79	T	7/5/2026	IPR001254	"Serine proteases, trypsin domain"	-	-
XBgroup218	a1610d3ba733a2fbb535b26486aefd9f	158	Pfam	PF00179	Ubiquitin-conjugating enzyme	8	151	9.50E-48	T	7/5/2026	IPR000608	"Ubiquitin-conjugating (UBC), catalytic core domain"	-	-
XBmRNA4248|XBXL10_1g2430	397fdccd21a8e0a331b30883e005b87f	271	Pfam	PF14634	zinc-RING finger domain	10	52	0.0013	T	7/5/2026	IPR001841	"Zinc finger, RING-type"	-	-
XBmRNA36777|XBXL10_1g19880	2d245ea9f3f66e70dabec9b0430338ad	184	Pfam	PF02099	Josephin	10	158	4.20E-25	T	7/5/2026	IPR006155	Josephin domain	-	-
XBmRNA66122|XBXL10_1g35005	ae096aaf981f14c62f1c5656be872853	498	Pfam	PF19305	MmgE/PrpD C-terminal domain	313	485	8.90E-35	T	7/5/2026	IPR045337	"MmgE/PrpD, C-terminal"	-	-
XBmRNA66122|XBXL10_1g35005	ae096aaf981f14c62f1c5656be872853	498	Pfam	PF03972	MmgE/PrpD N-terminal domain	39	285	1.40E-59	T	7/5/2026	IPR045336	"MmgE/PrpD, N-terminal"	-	-
XBmRNA58652|XBXL10_1g31029	110ccde8f88eef0f386e06703343621b	620	Pfam	PF08544	GHMP kinases C terminal	523	601	9.90E-06	T	7/5/2026	IPR013750	"GHMP kinase, C-terminal domain"	-	-
XBmRNA58652|XBXL10_1g31029	110ccde8f88eef0f386e06703343621b	620	Pfam	PF00288	GHMP kinases N terminal domain	367	448	0.0012	T	7/5/2026	IPR006204	GHMP kinase N-terminal domain	-	-
XBmRNA58652|XBXL10_1g31029	110ccde8f88eef0f386e06703343621b	620	Pfam	PF00483	Nucleotidyl transferase	31	219	8.80E-06	T	7/5/2026	IPR005835	Nucleotidyl transferase domain	-	-
XBmRNA63635|XBXL10_1g33694	c0ed0ee57f0a4692f1bb7804ee5cd80a	208	Pfam	PF00594	Vitamin K-dependent carboxylation/gamma-carboxyglutamic (GLA) domain	57	97	5.10E-17	T	7/5/2026	IPR000294	Gamma-carboxyglutamic acid-rich (GLA) domain	-	-
XBmRNA35819|XBXL10_1g19380	d162594e84d90ae4b691604e88440544	442	Pfam	PF00787	PX domain	116	199	5.50E-20	T	7/5/2026	IPR001683	Phox homology	-	-
XBmRNA11974|XBXL10_1g6372	0f69577709e1bebec1d36cc22472d5a2	858	Pfam	PF28312	Fanconi anaemia group B protein middle domain	467	746	7.70E-78	T	7/5/2026	IPR060177	"Fanconi anaemia group B protein, middle domain"	-	-
XBmRNA11974|XBXL10_1g6372	0f69577709e1bebec1d36cc22472d5a2	858	Pfam	PF28327	Fanconi anemia group B protein N-terminal domain	18	363	1.60E-120	T	7/5/2026	IPR060178	"Fanconi anemia group B protein, N-terminal domain"	-	-
XBmRNA11974|XBXL10_1g6372	0f69577709e1bebec1d36cc22472d5a2	858	Pfam	PF28318	Fanconi anaemia group B protein C-terminal domain	750	857	9.60E-26	T	7/5/2026	IPR060027	"Fanconi anaemia group B protein, C-terminal domain"	-	-
XBmRNA62324|XBXL10_1g33008	0b57dd1a14f29ff512a7560e75fb3f0e	951	Pfam	PF15235	G protein-regulated inducer of neurite outgrowth C-terminus	864	944	2.00E-22	T	7/5/2026	IPR032745	"G protein-regulated inducer of neurite outgrowth, C-terminal"	-	-
XBmRNA62324|XBXL10_1g33008	0b57dd1a14f29ff512a7560e75fb3f0e	951	Pfam	PF00665	Integrase core domain	1	90	3.10E-05	T	7/5/2026	IPR001584	"Integrase, catalytic core"	-	-
XBmRNA62324|XBXL10_1g33008	0b57dd1a14f29ff512a7560e75fb3f0e	951	Pfam	PF00385	Chromo (CHRromatin Organisation MOdifier) domain	292	339	2.60E-07	T	7/5/2026	IPR023780	Chromo domain	-	-
XBmRNA62324|XBXL10_1g33008	0b57dd1a14f29ff512a7560e75fb3f0e	951	Pfam	PF24626	"Tf2-1-like, SH3 domain"	208	269	2.70E-15	T	7/5/2026	IPR056924	"Tf2-1-like, SH3-like domain"	-	-
