Uniprot_ID,Flybase_ID,Gene_Symbol,Name,XSome_Loc,Xsome_Coord,FBtr_ID,FBpp_ID,Source,Description
Q9VIS5,FBgn0032817,CG10631,N/A,2L,19742817..19756904(-1),FBtr0081324,FBpp0080856,Alliance,"Predicted to enable DNA-binding transcription factor activity; RNA polymerase II cis-regulatory region sequence-specific DNA binding activity; and transcription corepressor activity. Predicted to be involved in negative regulation of transcription by RNA polymerase II. Predicted to be located in nucleus. Is expressed in several structures, including embryonic/larval midgut primordium; endoderm; gastric caecum; and spermatozoon. Orthologous to human ZNF212 (zinc finger protein 212) and ZNF671 (zinc finger protein 671)."
Q9W332,FBgn0052702,Cubn,Cubilin,X,9558665..9571308(-1),FBtr0273437,FBpp0271945,UniProtKB,"Required in the nephrocyte for normal uptake of proteins and elimination of toxins, and for maintenance of endocytic trafficking structures. May function together with Amnionless. (UniProtKB:Q9W332)"
A0A0B4K657,FBgn0266756,btsz,bitesize,3R,14804092..14875488(-1),"FBtr0334292, FBtr0334291, FBtr0334287, FBtr0334289, FBtr0334288, FBtr0334290, FBtr0334285, FBtr0334286, FBtr0334293","FBpp0306401, FBpp0306406, FBpp0306408, FBpp0306402, FBpp0306405, FBpp0306404, FBpp0306403, FBpp0306407, FBpp0306400",FlyBase Gene Snapshot,"bitesize (btsz) encodes a membrane-trafficking protein that contributes to actin cytoskeleton organization. It is involved in the establishment of planar cell polarity, apical junction assembly and the morphogenesis of salivary glands and the tracheal system."
Q9VAD3,FBgn0039727,Vps13B,Vacuolar protein sorting 13B,3R,29935978..29948207(1),"FBtr0085505, FBtr0300825","FBpp0084871, FBpp0290049",Alliance,Predicted to be involved in mitochondrion organization; protein retention in Golgi apparatus; and protein targeting to vacuole. Predicted to be extrinsic component of membrane. Is expressed in spermatozoon. Human ortholog(s) of this gene implicated in Cohen syndrome. Orthologous to human VPS13B (vacuolar protein sorting 13 homolog B).
P20659,FBgn0003862,trx,trithorax,3R,14263358..14286903(-1),"FBtr0082950, FBtr0100277, FBtr0082947, FBtr0082948, FBtr0082949","FBpp0082408, FBpp0082407, FBpp0082406, FBpp0099668, FBpp0082409",FlyBase Gene Snapshot,"trithorax (trx) encodes a chromatin-modifying enzyme involved in gene regulation. It methylates the histone encoded by His3 on Lys-4, promoting its further acetylation. This activity antagonises the epigenetic silencing by Polycomb group proteins. It contributes to axon guidance, eye development and germ cell migration."
Q00174,FBgn0002526,LanA,Laminin A,3L,6203831..6218022(-1),FBtr0077014,FBpp0076722,UniProtKB,"Binding to cells via a high affinity receptor, laminin is thought to mediate the attachment, migration and organization of cells into tissues during embryonic development by interacting with other extracellular matrix components. Activates presynaptic signaling involving integrin alpha-PS3/beta-nu and Fak to suppress neuromuscular junction (NMJ) growth during larval development and during low crawling activity, but not during higher-crawling conditions. Mediates, together with integrin alpha-PS3/beta-nu, glutamate receptor-modulated NMJ growth. (UniProtKB:Q00174)"
M9PBJ1,FBgn0052311,zormin,zormin,3L,2117466..2151700(-1),"FBtr0332119, FBtr0332118, FBtr0332115, FBtr0332120, FBtr0332114, FBtr0332116","FBpp0304424, FBpp0304429, FBpp0304425, FBpp0304428, FBpp0304430, FBpp0304426",FlyBase Gene Snapshot,zormin (zormin) encodes a protein found in the Z-disc and the M-line of muscles. It probably has a structural function.
Q9VTP0,FBgn0259140,Cubn2,Cubilin 2,3L,11801951..11814755(-1),FBtr0332131,FBpp0304441,Alliance,Enables cargo receptor activity. Involved in clathrin-dependent endocytosis and renal protein absorption. Located in cytosol. Part of receptor complex. Is expressed in adult head; circulatory system; garland cell primordium; and spermatozoon. Orthologous to human CUBN (cubilin).
M9PGZ8,FBgn0265523,Smr,Smrter,X,12684203..12742618(-1),"FBtr0333766, FBtr0333768, FBtr0333765, FBtr0333767","FBpp0305906, FBpp0305908, FBpp0305907, FBpp0305909",Interactive Fly,SMRT-related ecdysone receptor-interacting protein - a corepressor that mediates transcriptional silencing of the Ecdysone receptor:Ultraspiracle heterodimer
Q9VDW6,FBgn0260003,Dys,Dystrophin,3R,19461085..19597288(1),"FBtr0083765, FBtr0334562, FBtr0110917, FBtr0110918, FBtr0334565, FBtr0083766, FBtr0334564, FBtr0110919, FBtr0110915, FBtr0334563, FBtr0083764, FBtr0110916","FBpp0110215, FBpp0110217, FBpp0306631, FBpp0306632, FBpp0306630, FBpp0083179, FBpp0110219, FBpp0083178, FBpp0110216, FBpp0306629, FBpp0110218, FBpp0083180",FlyBase Gene Snapshot,"Dystrophin (Dys) encodes a cytoplasmic protein that connects the actin cytoskeleton to the extracellular matrix via the receptor encoded by Dg. In addition, the product of Dys serves as a cytoplasmic scaffold for the membrane localization of different signaling factors, including nanos, which regulates expression of miRNAs to adapt cellular homeostasis to changes induced by stress and dystrophy."
E1JHA6,FBgn0031879,uif,uninflatable,2L,6972828..7010359(-1),"FBtr0307074, FBtr0339664, FBtr0307072, FBtr0302162, FBtr0290119, FBtr0307073","FBpp0297915, FBpp0297917, FBpp0291372, FBpp0308723, FBpp0288558, FBpp0297916",FlyBase Gene Snapshot,uninflatable (uif) encodes a single pass transmembrane protein that localizes to the apical plasma membrane in epithelial cells. It is required for embryonic tracheal maturation and tracheal growth in the larva.
Q9V3N4,FBgn0027655,htt,huntingtin,3R,28696242..28734816(1),"FBtr0085310, FBtr0336788","FBpp0307764, FBpp0084679",FlyBase Gene Snapshot,"huntingtin (htt) encodes a scaffold protein involved in mitotic spindle orientation, chromatin regulation and axonal transport. It is the ortholog of human HTT and has been manipulated to study Huntington's disease in flies."
Q9V5N8,FBgn0024836,stan,starry night,2R,10673345..10721138(1),"FBtr0330601, FBtr0339463, FBtr0304899, FBtr0300578, FBtr0304900, FBtr0303223, FBtr0088214","FBpp0292315, FBpp0308549, FBpp0087309, FBpp0303451, FBpp0289805, FBpp0293439, FBpp0293438",FlyBase Gene Snapshot,"starry night (stan) encodes the seven-pass transmembrane cadherin that controls planar cell polarity, neuronal dendrite morphogenesis, and axon guidance."
Q9VZ30,FBgn0030266,CG11122,N/A,X,11112395..11124726(-1),FBtr0073481,FBpp0073337,Alliance,"Predicted to be active in nucleolus. Is expressed in several structures, including embryonic brain; embryonic central brain neurons; embryonic/larval nervous system; extended germ band embryo; and spermatozoon."
Q9W060,FBgn0288310,mv,mauve,3L,1950306..1964178(-1),FBtr0304060,FBpp0293022,FlyBase Gene Snapshot,mauve (mv) encodes a member of the family of beige and Chediak-Higashi syndrome (BEACH)-domain containing proteins. Proteins in this family function to restrain the size of lysosomes and lysosome-related organelles.
Q9W0S2,FBgn0264707,RhoGEF3,Rho guanine nucleotide exchange factor 3,3L,277437..305292(1),"FBtr0333957, FBtr0333960, FBtr0333956, FBtr0333954, FBtr0333959, FBtr0333952, FBtr0333955, FBtr0333962, FBtr0333953, FBtr0333961, FBtr0333958, FBtr0479920","FBpp0306080, FBpp0306078, FBpp0306079, FBpp0306081, FBpp0306077, FBpp0306075, FBpp0306083, FBpp0306084, FBpp0306076, FBpp0306085, FBpp0306082, FBpp0428252",Alliance,"Predicted to enable guanyl-nucleotide exchange factor activity. Involved in actin cytoskeleton reorganization; melanotic encapsulation of foreign target; and wound healing. Predicted to be active in cytosol. Is expressed in several structures, including cephalic furrow; ectoderm anlage; extended germ band embryo; presumptive embryonic/larval system; and region of integument. Human ortholog(s) of this gene implicated in developmental and epileptic encephalopathy 8. Orthologous to human ARHGEF9 (Cdc42 guanine nucleotide exchange factor 9) and SPATA13 (spermatogenesis associated 13)."
Q24292,FBgn0284247,ds,dachsous,2L,640013..714983(-1),"FBtr0343249, FBtr0078045","FBpp0077708, FBpp0309926",UniProtKB,"Required for normal morphogenesis of adult structures derived from imaginal disks (PubMed:7601355, PubMed:26073018). Plays a role in planar cell polarity and in determining body left-right asymmetry. Expression in segment H1 of the imaginal ring and interaction with Myo31DF are required to induce changes of cell shape and orientation in segment H2, which then gives rise to normal, dextral looping of the adult hindgut (PubMed:26073018). (UniProtKB:Q24292)"
Q9VML2,FBgn0043362,bchs,blue cheese,2L,5907169..5922776(1),FBtr0079144,FBpp0078775,FlyBase Gene Snapshot,"blue cheese (bchs) is a neuronally expressed gene that encodes a member of the BEACH (Beige and Chediak-Higashi)-domain superfamily, whose members are involved in vesicle trafficking. It antagonizes the activity of the product of Rab11. It serves as a scaffold for autophagy proteins, and contributes to ref(2)P-mediated aggrephagy. It contributes to nervous system development, lysosome transport and sphingolipid metabolism."
Q9VT28,FBgn0016081,fry,furry,3L,9631834..9679103(-1),"FBtr0333860, FBtr0306240, FBtr0306242, FBtr0333858, FBtr0306241, FBtr0333859, FBtr0301435, FBtr0076417","FBpp0305991, FBpp0305992, FBpp0297352, FBpp0305993, FBpp0290650, FBpp0076146, FBpp0297351, FBpp0297350",FlyBase Gene Snapshot,"furry (fry) encodes a large conserved protein that functions with the product of trc.  Its mutations lead to mulitpled hairs, split and multipled arista laterals and to defects in dendritic tiling."
Q9W4E2,FBgn0266098,rg,rugose,X,5085759..5254864(1),"FBtr0344652, FBtr0344650, FBtr0344668, FBtr0344648, FBtr0344649, FBtr0344647, FBtr0344651","FBpp0310995, FBpp0310999, FBpp0310996, FBpp0310994, FBpp0311009, FBpp0310998, FBpp0310997",FlyBase Gene Snapshot,"rugose (rg) encodes a protein involved in synaptic architecture, brain morphology and associative learning."
B7Z0I8,FBgn0250754,CG42232,N/A,3R,16458280..16469663(-1),FBtr0290134,FBpp0288574,Alliance,"Is expressed in several structures, including epithelium; extended germ band embryo; gastrula embryo; germline cell; and nervous system."
Q9W425,FBgn0023458,Rbcn-3A,Rabconnectin-3A,X,6240745..6255487(-1),FBtr0303341,FBpp0292404,FlyBase Gene Snapshot,"Rabconnectin-3A (Rbcn-3A) encodes a protein that is part of a regulatory subunit of the Vacuolar H[+] ATPase required for acidification of intracellular vesicles and the lysosome. It is involved in endocytic trafficking and lysosome function, and mutations block Notch signaling in follicle cells and imaginal disc cells."
P18490,FBgn0003048,pcx,pecanex,X,2225296..2238045(1),"FBtr0342766, FBtr0344153, FBtr0332381","FBpp0304655, FBpp0310566, FBpp0309618",UniProtKB,Involved in neurogenesis. (UniProtKB:P18490)
Q8IP51,FBgn0261563,wb,wing blister,2L,14263027..14328262(1),"FBtr0302735, FBtr0302734, FBtr0305063, FBtr0302732, FBtr0302731, FBtr0302733","FBpp0291871, FBpp0293600, FBpp0291872, FBpp0291874, FBpp0291875, FBpp0291873",FlyBase Gene Snapshot,"wing blister (wb) encodes one of 2 laminin alpha chains which assembles into a Laminin molecule. Laminin is an extracellular matrix component that interacts with integrins and mediates cell adhesion, guidance, signalling and basement membrane integrity."
Q9V496,FBgn0087002,apolpp,apolipophorin,4,1060969..1077273(1),"FBtr0334627, FBtr0345297, FBtr0345296, FBtr0089188","FBpp0311463, FBpp0088252, FBpp0306689, FBpp0311464",FlyBase Gene Snapshot,"apolipophorin (apolpp) encodes an apolipoprotein of the ApoB family. It is complexed with lipids to assemble the major hemolymph lipoprotein, lipophorin. Lipophorin transports neutral lipids, phospholipids and sterols between tissues. Lipophorin also carries lipophilic hormones and signaling molecules."
Q8IR52,FBgn0052602,Muc12Ea,Mucin 12Ea,X,14277735..14288161(1),FBtr0475073,FBpp0423273,Alliance,Predicted to be an extracellular matrix structural constituent. Involved in chorion-containing eggshell formation. Predicted to be located in extracellular matrix. Is expressed in embryonic/larval salivary gland and organism.
A1Z713,FBgn0033194,Vps13,Vacuolar protein sorting 13,2R,7566809..7580675(1),"FBtr0088910, FBtr0310024","FBpp0087984, FBpp0301727",FlyBase Gene Snapshot,Vacuolar protein sorting 13 (Vps13) encodes a protein located to endosomal membrane that is involved in protein homeostasis.
Q9W3W6,FBgn0287725,sov,small ovary,X,6756322..6770712(1),"FBtr0070961, FBtr0070962, FBtr0339464","FBpp0070922, FBpp0070923, FBpp0308550",Alliance,"Located in nucleus. Is expressed in several structures, including embryonic brain; embryonic/larval midgut; gonad; and larval ventral nerve cord."
Q9VB11,FBgn0039536,unc80,uncoordinated 80,3R,27662439..27677099(1),"FBtr0330110, FBtr0330111, FBtr0330109, FBtr0330112, FBtr0330108","FBpp0303142, FBpp0303145, FBpp0303141, FBpp0303143, FBpp0303144",UniProtKB,Component of the na (narrow abdomen) sodium channel complex. In the circadian clock neurons it functions with na and unc79 to promote circadian rhythmicity. (UniProtKB:Q9VB11)
M9MS40,FBgn0261617,nej,nejire,X,9665442..9687066(-1),"FBtr0302722, FBtr0302723, FBtr0333521, FBtr0071402","FBpp0305701, FBpp0071337, FBpp0291863, FBpp0291862",FlyBase Gene Snapshot,"nejire (nej) encodes the transcriptional co-activator CBP. It acetylates several nuclear proteins, including the histone encoded by His3 on K18, K27, and H4 on K8. By regulating gene expression, the product of nej has roles in cell proliferation, cell signaling and differentiation, and in developmental patterning."
M9PEI6,FBgn0261934,dikar,dikar,3L,6728800..6743164(-1),"FBtr0303751, FBtr0330145, FBtr0303750, FBtr0303749, FBtr0333047, FBtr0303748","FBpp0292764, FBpp0305261, FBpp0292763, FBpp0292761, FBpp0303178, FBpp0292762",FlyBase Gene Snapshot,dikar (dikar) encodes a protein involved in long-term memory.
A1Z9S6,FBgn0026427,Su(var)2-HP2,Su(var)2-HP2,2R,14607154..14618118(-1),"FBtr0087502, FBtr0087501","FBpp0086630, FBpp0086631",FlyBase Gene Snapshot,"Su(var)2-HP2 (Su(var)2-HP2) encodes a chromosomal protein that interacts with the product of Su(var)205 and is found most closely associated with centromeric heterochromatin, telomeres and the fourth chromosome. Lack of Su(var)2-HP2 can cause mitotic abnormalities and suppress position-effect variegation."
Q7YZH1,FBgn0035106,rno,rhinoceros,3L,187207..199762(-1),"FBtr0305549, FBtr0305548, FBtr0072532","FBpp0294000, FBpp0293999, FBpp0072431",FlyBase Gene Snapshot,"rhinoceros (rno) encodes a nuclear protein that functions in the Egfr signaling pathway, downstream of MAP kinase activation, and regulates transcription of Egfr targets. It is involved in cell differentiation and developmental patterning."
M9PGH9,FBgn0264386,Ca-alpha1T,Ca[2+]-channel protein alpha[[1]] subunit T,X,6104085..6192483(-1),"FBtr0112953, FBtr0334984, FBtr0089393, FBtr0304609, FBtr0304610","FBpp0293152, FBpp0111866, FBpp0088415, FBpp0306997, FBpp0293151",FlyBase Gene Snapshot,Ca[2+]-channel protein alpha[[1]] subunit T (Ca-alpha1T) encodes an alpha 1 subunit of a T-type like voltage gated calcium channel. It mediates a low voltage activated transient calcium current in antennal lobe projection neurons and wing motoneurons that is sensitive to amiloride.
Q70PP2,FBgn0263968,nonC,no-on-and-no-off transient C,X,6824496..6838122(1),"FBtr0070972, FBtr0343321","FBpp0309979, FBpp0070933",FlyBase Gene Snapshot,no-on-and-no-off transient C (nonC) encodes a phosphatidylinositol 3-kinase-related kinase. It functions in the nonsense-mediated mRNA decay (NMD) pathway by phosphorylation of the core NMD regulator encoded by Upf1.
A0A0B4K7U0,FBgn0263077,M7BP,Myosin-7a binding protein,2R,7623242..7651787(1),"FBtr0306943, FBtr0331952, FBtr0306933, FBtr0306938, FBtr0306940, FBtr0306931, FBtr0306941, FBtr0306942, FBtr0306934, FBtr0306935, FBtr0306937, FBtr0306936, FBtr0306939, FBtr0331951, FBtr0306932","FBpp0297786, FBpp0297791, FBpp0304284, FBpp0297785, FBpp0297787, FBpp0304285, FBpp0297795, FBpp0297790, FBpp0297796, FBpp0297793, FBpp0297788, FBpp0297794, FBpp0297792, FBpp0297789, FBpp0297784",Alliance,Enables ATPase activator activity and myosin binding activity. Involved in filopodium assembly. Located in cytosol. Colocalizes with actin cytoskeleton. Is expressed in adult head.
A0A0B4LH08,FBgn0261928,CG42795,N/A,3R,10225690..10251277(1),"FBtr0332437, FBtr0345169, FBtr0303602, FBtr0303601, FBtr0345170, FBtr0345171","FBpp0304710, FBpp0292634, FBpp0292635, FBpp0311381, FBpp0311379, FBpp0311380",Alliance,Predicted to enable GTPase activator activity. Predicted to be involved in regulation of GTPase activity. Is expressed in adult head. Orthologous to human TBC1D30 (TBC1 domain family member 30).
