Protein_ID,MD5_Digest,Length,Analysis,Signature_Accession,Signature_Description,Start,Stop,Score,Status,Date,InterPro_Accession,InterPro_Description,GO_Annotations,Pathway_Annotations
Q9VC56,0a63205a241f8607cacc49149430161f,3912,Pfam,PF25010,UBP24/USP9X/USP9Y ARM repeat,891,1113,2.20E-08,T,12/5/2026,IPR056850,"UBP34/UBP24/USP9X/USP9Y-like, ARM repeat region",-,-
Q9VC56,0a63205a241f8607cacc49149430161f,3912,Pfam,PF25010,UBP24/USP9X/USP9Y ARM repeat,343,474,4.10E-04,T,12/5/2026,IPR056850,"UBP34/UBP24/USP9X/USP9Y-like, ARM repeat region",-,-
Q8MS59,f999352c5bd3df07e5905bc8a7225f2b,517,Pfam,PF07993,Male sterility protein,43,311,1.40E-81,T,12/5/2026,IPR013120,"Fatty acyl-CoA reductase-like, NAD-binding domain",-,-
Q8MS59,f999352c5bd3df07e5905bc8a7225f2b,517,Pfam,PF03015,Male sterility protein,383,475,3.70E-28,T,12/5/2026,IPR033640,"Fatty acyl-CoA reductase, C-terminal",-,-
Q7K486,858154414f9fdc351778b3cf8f00726a,464,Pfam,PF27652,Armadillo repeat-containing protein 6 N-terminal domain,3,54,9.70E-18,T,12/5/2026,-,-,-,-
Q9VA78,001deb3e29ea157c78837ab858312ebb,692,Pfam,PF00149,Calcineurin-like phosphoesterase,219,482,1.10E-18,T,12/5/2026,IPR004843,"Calcineurin-like, phosphoesterase domain",-,-
Q9VA78,001deb3e29ea157c78837ab858312ebb,692,Pfam,PF19272,Acid sphingomyelin phosphodiesterase C-terminal region,509,614,3.10E-06,T,12/5/2026,IPR045473,"Sphingomyelin phosphodiesterase, C-terminal domain",-,-
Q9VP18,8a18eb3bf68095b8248725fd549644de,89,Pfam,PF05493,ATP synthase subunit H,9,66,1.80E-20,T,12/5/2026,IPR008389,"ATPase, V0 complex, subunit e1/e2",-,-
Q9VMR6,270b66477ed2ed249ce95b0b95668bb9,593,Pfam,PF00501,AMP-binding enzyme,54,442,3.20E-85,T,12/5/2026,IPR000873,AMP-dependent synthetase/ligase domain,-,-
Q9VMR6,270b66477ed2ed249ce95b0b95668bb9,593,Pfam,PF13193,AMP-binding enzyme C-terminal domain,493,571,6.10E-17,T,12/5/2026,IPR025110,"AMP-binding enzyme, C-terminal domain",-,-
Q8MUJ1,fa6dae15cea06d7aa66b15df9f84ece1,415,Pfam,PF00229,TNF(Tumour Necrosis Factor) family,308,415,1.70E-08,T,12/5/2026,IPR006052,Tumour necrosis factor domain,-,-
Q9VZ64,5a7ac42c3bd1484f6beaee5903435d5a,243,Pfam,PF01182,Glucosamine-6-phosphate isomerases/6-phosphogluconolactonase,15,228,3.30E-68,T,12/5/2026,IPR006148,Glucosamine/galactosamine-6-phosphate isomerase,-,-
Q9VI04,f755d0be74c9326fd13fad9404851ce8,386,Pfam,PF00795,Carbon-nitrogen hydrolase,75,352,7.30E-57,T,12/5/2026,IPR003010,Carbon-nitrogen hydrolase,-,-
Q9VGU5,22bdb05d2a84abc3f01e9e402bd4fae0,872,Pfam,PF13414,TPR repeat,312,348,0.0081,T,12/5/2026,-,-,-,-
Q9VGU5,22bdb05d2a84abc3f01e9e402bd4fae0,872,Pfam,PF13181,Tetratricopeptide repeat,378,406,490,T,12/5/2026,IPR019734,Tetratricopeptide repeat,-,-
Q9VTC4,b5a67f141c4d54b804f366798c19bc22,156,Pfam,PF01883,Iron-sulfur cluster assembly protein,36,114,5.80E-11,T,12/5/2026,IPR002744,MIP18 family-like,-,-
Q9VMW7,cb09d51ff99dff02a6e5c4e24b6c611c,191,Pfam,PF01725,Ham1 family,5,181,2.90E-53,T,12/5/2026,IPR002637,RdgB/HAM1,-,-
Q9VCC0,add9c2166a182302ca41eb98a5a395e5,354,Pfam,PF04969,CS domain,213,291,2.30E-07,T,12/5/2026,IPR007052,CS domain,-,-
Q9VCC0,add9c2166a182302ca41eb98a5a395e5,354,Pfam,PF04968,CHORD,3,63,1.30E-21,T,12/5/2026,IPR007051,CHORD domain,-,-
Q9VCC0,add9c2166a182302ca41eb98a5a395e5,354,Pfam,PF04968,CHORD,138,199,4.60E-21,T,12/5/2026,IPR007051,CHORD domain,-,-
Q9VRL4,a32ac61bfdd2bc1d9079c2e9ca1820df,859,Pfam,PF00060,Ligand-gated ion channel,557,828,2.20E-06,T,12/5/2026,IPR001320,"Ionotropic glutamate receptor, C-terminal",-,-
Q9VRL4,a32ac61bfdd2bc1d9079c2e9ca1820df,859,Pfam,PF24576,Ionotropic receptor 75a N-terminal,225,315,3.00E-07,T,12/5/2026,IPR057074,"Ionotropic receptor 75a/84a, N-terminal",-,-
Q9VHM2,5aed12a3c8dda5a23af8ff43ead463e3,942,Pfam,PF27614,VPS35L,94,372,2.90E-94,T,12/5/2026,IPR060266,"VPS35 endosomal protein-sorting factor-like, N-terminal domain",-,-
Q9VN41,d7927c3e58f2e11ef8323f4a53408eac,297,Pfam,PF01541,GIY-YIG catalytic domain,24,103,8.30E-12,T,12/5/2026,IPR000305,GIY-YIG endonuclease,-,-
Q9VN41,d7927c3e58f2e11ef8323f4a53408eac,297,Pfam,PF21202,"Structure-specific endonuclease subunit SLX1, C-terminal",195,258,2.40E-17,T,12/5/2026,IPR048749,"Structure-specific endonuclease subunit SLX1, C-terminal domain",-,-
Q9W1S2,cec054b6bc78ffe2de53b1d2f1b06d55,268,Pfam,PF17035,Bromodomain extra-terminal - transcription regulation,190,251,1.20E-06,T,12/5/2026,IPR027353,NET domain,-,-
Q9W1S2,cec054b6bc78ffe2de53b1d2f1b06d55,268,Pfam,PF00439,Bromodomain,32,104,2.00E-10,T,12/5/2026,IPR001487,Bromodomain,-,-
Q9VT40,1e1c6a0578f32322e0ee209a66259f6b,818,Pfam,PF00498,FHA domain,20,97,5.20E-07,T,12/5/2026,IPR000253,Forkhead-associated (FHA) domain,-,-
Q9VT40,1e1c6a0578f32322e0ee209a66259f6b,818,Pfam,PF00533,BRCA1 C Terminus (BRCT) domain,116,174,0.0077,T,12/5/2026,IPR001357,BRCT domain,-,-
Q9VT40,1e1c6a0578f32322e0ee209a66259f6b,818,Pfam,PF16508,Second BRCT domain on Nijmegen syndrome breakage protein,207,311,2.50E-17,T,12/5/2026,IPR032429,"Nibrin, second BRCT domain",-,-
Q9W2X6,ca2107c2e02ed1027a0e7dcf9958d8f9,157,Pfam,PF02823,"ATP synthase, Delta/Epsilon chain, beta-sandwich domain",27,108,5.10E-14,T,12/5/2026,IPR020546,"ATP synthase, F1 complex, delta/epsilon subunit, N-terminal",-,-
Q7KRW1,3bdebe4f2cd8b95fb7af5e87d83e47be,809,Pfam,PF13923,"Zinc finger, C3HC4 type (RING finger)",621,658,1.70E-05,T,12/5/2026,IPR001841,"Zinc finger, RING-type",-,-
Q7KRW1,3bdebe4f2cd8b95fb7af5e87d83e47be,809,Pfam,PF13705,TRC8 N-terminal domain,10,590,1.30E-190,T,12/5/2026,IPR025754,"TRC8-like, N-terminal domain",-,-
Q9VK25,1ebe70b2bad4dcc866d3467c317b06f9,393,Pfam,PF01467,Cytidylyltransferase-like,229,320,6.50E-14,T,12/5/2026,IPR004821,Cytidyltransferase-like domain,-,-
Q9VK25,1ebe70b2bad4dcc866d3467c317b06f9,393,Pfam,PF01467,Cytidylyltransferase-like,24,148,5.40E-26,T,12/5/2026,IPR004821,Cytidyltransferase-like domain,-,-
Q9VV29,20ccc557d12c37d6c4af16adc51f1b1c,124,Pfam,PF04527,Drosophila Retinin like protein,25,85,2.10E-15,T,12/5/2026,IPR007614,Retinin-like protein,-,-
Q9VRX7,6c001c78a3865f9aebf80d674a38686d,681,Pfam,PF00929,Exonuclease,359,505,1.90E-06,T,12/5/2026,IPR013520,Ribonuclease H-like domain,-,-
Q9VLU5,e3036af23441dd303e6a1194a8be5cee,409,Pfam,PF00106,short chain dehydrogenase,123,259,9.00E-16,T,12/5/2026,IPR002347,Short-chain dehydrogenase/reductase SDR,-,-
Q9VLU5,e3036af23441dd303e6a1194a8be5cee,409,Pfam,PF00397,WW domain,13,42,0.0013,T,12/5/2026,IPR001202,WW domain,-,-
Q7K2W3,b18482c08c23c85face8779f74924970,474,Pfam,PF01490,Transmembrane amino acid transporter protein,63,463,7.10E-62,T,12/5/2026,IPR013057,"Amino acid transporter, transmembrane domain",-,-
Q9VWX8,dbaa3001121d19cb7410c576ce64d7f4,187,Pfam,PF13499,EF-hand domain pair,99,170,3.50E-12,T,12/5/2026,IPR002048,EF-hand domain,-,-
Q9VWX8,dbaa3001121d19cb7410c576ce64d7f4,187,Pfam,PF00036,EF hand domain,68,90,0.0072,T,12/5/2026,IPR002048,EF-hand domain,-,-
B7Z126,8db4889c87005fb17c0b35ae0772d097,1489,Pfam,PF00069,Protein kinase domain,1153,1429,5.10E-57,T,12/5/2026,IPR000719,Protein kinase domain,-,-
Q9W5T4,e2e45c028e5014b04e768de0ac485180,717,Pfam,PF13905,Thioredoxin-like,80,174,4.50E-10,T,12/5/2026,IPR012336,Thioredoxin-like fold,-,-
Q9W5T4,e2e45c028e5014b04e768de0ac485180,717,Pfam,PF01436,NHL repeat,532,558,0.0097,T,12/5/2026,IPR001258,NHL repeat,-,-
Q9W5T4,e2e45c028e5014b04e768de0ac485180,717,Pfam,PF01436,NHL repeat,279,305,0.033,T,12/5/2026,IPR001258,NHL repeat,-,-
Q9W5T4,e2e45c028e5014b04e768de0ac485180,717,Pfam,PF01436,NHL repeat,482,509,0.04,T,12/5/2026,IPR001258,NHL repeat,-,-
Q9VA55,eddaa268a55b4390db027c68796cd7e1,676,Pfam,PF01740,STAS domain,533,621,0.0067,T,12/5/2026,IPR002645,STAS domain,-,-
Q9VA55,eddaa268a55b4390db027c68796cd7e1,676,Pfam,PF00916,Sulfate permease family,94,490,8.60E-81,T,12/5/2026,IPR011547,SLC26A/SulP transporter domain,-,-
O76899,aff27463a9011681a92e56e837edeb0e,256,Pfam,PF13903,PMP-22/EMP/MP20/Claudin tight junction,39,211,1.40E-16,T,12/5/2026,IPR004031,PMP-22/EMP/MP20/Claudin,-,-
Q9VQ85,29d1b0c8a03190ba681ce089e159ab68,588,Pfam,PF00474,Sodium:solute symporter family,61,466,1.50E-22,T,12/5/2026,IPR001734,Sodium/solute symporter,-,-
Q9W1E5,16a4bd8feacdd223d198623e0388b40c,802,Pfam,PF25773,"ANAPC2-like, TPR repeats",306,415,1.70E-37,T,12/5/2026,IPR057975,"Anaphase-promoting complex subunit 2, TPR repeats",-,-
Q9W1E5,16a4bd8feacdd223d198623e0388b40c,802,Pfam,PF26557,Cullin alpha+beta domain,577,679,3.70E-13,T,12/5/2026,IPR059120,"Cullin-like, alpha+beta domain",-,-
Q9W1E5,16a4bd8feacdd223d198623e0388b40c,802,Pfam,PF08672,Anaphase promoting complex (APC) subunit 2,741,800,3.20E-22,T,12/5/2026,IPR014786,"Anaphase-promoting complex subunit 2, C-terminal",-,-
Q9VCN9,338c0de29c448f7803eb8151ad3ca6dd,743,Pfam,PF23414,Echinoderm microtubule-associated protein second beta-propeller,542,721,3.40E-26,T,12/5/2026,IPR055442,"EML-like, second beta-propeller domain",-,-
Q9VCN9,338c0de29c448f7803eb8151ad3ca6dd,743,Pfam,PF00400,"WD domain, G-beta repeat",492,524,0.1,T,12/5/2026,IPR001680,WD40 repeat,-,-
A1Z7F3,72367693fae377f6f557b63dd23a36dc,588,Pfam,PF00128,"Alpha amylase, catalytic domain",41,503,2.10E-143,T,12/5/2026,IPR006047,"Glycosyl hydrolase family 13, catalytic domain",-,-
Q8IN89,f30563beae960af67427b010fcef7641,984,Pfam,PF01603,Protein phosphatase 2A regulatory B subunit (B56 family),466,875,1.30E-190,T,12/5/2026,IPR002554,"Protein phosphatase 2A, regulatory B subunit, B56",-,-
A1Z8Z7,4e826eeafe3704169bfbe2e3e5945f83,190,Pfam,PF00379,Insect cuticle protein,60,132,2.40E-17,T,12/5/2026,IPR000618,Insect cuticle protein,-,-
Q09332,2dfd4966e4c117b3d3bbf27dbfd2a6f9,1548,Pfam,PF18400,Thioredoxin-like domain,40,226,7.70E-46,T,12/5/2026,IPR040693,"UGGT, thioredoxin-like domain 1",-,-
Q09332,2dfd4966e4c117b3d3bbf27dbfd2a6f9,1548,Pfam,PF06427,UDP-glucose:Glycoprotein Glucosyltransferase,1095,1203,3.30E-36,T,12/5/2026,IPR009448,UDP-glucose:Glycoprotein Glucosyltransferase,-,-
Q09332,2dfd4966e4c117b3d3bbf27dbfd2a6f9,1548,Pfam,PF18404,Glucosyltransferase 24,1240,1506,7.00E-141,T,12/5/2026,IPR040497,"Glucosyltransferase 24, catalytic domain",-,-
Q09332,2dfd4966e4c117b3d3bbf27dbfd2a6f9,1548,Pfam,PF18403,Thioredoxin-like domain,718,930,3.90E-31,T,12/5/2026,IPR040525,"UDP-glucose:glycoprotein glucosyltransferase, thioredoxin-like domain 4",-,-
Q09332,2dfd4966e4c117b3d3bbf27dbfd2a6f9,1548,Pfam,PF18402,Thioredoxin-like domain,440,692,2.80E-62,T,12/5/2026,IPR040692,"UGGT, thioredoxin-like domain 3",-,-
Q09332,2dfd4966e4c117b3d3bbf27dbfd2a6f9,1548,Pfam,PF18401,Thioredoxin-like domain,300,435,2.40E-27,T,12/5/2026,IPR040694,"UGGT, thioredoxin-like domain 2",-,-
P49415,4d41d23dccfe7298e6a50033a4374caf,399,Pfam,PF01034,Syndecan domain,333,397,2.30E-26,T,12/5/2026,IPR027789,Syndecan/Neurexin domain,-,-
Q8INT5,66c48f8391fed55c71b4bb2d5ce14795,1483,Pfam,PF14580,Leucine-rich repeat,91,222,3.00E-05,T,12/5/2026,-,-,-,-
Q9VZL7,9a79ea466fdfed4f294310b28a1225e3,512,Pfam,PF08395,7tm Chemosensory receptor,102,455,1.80E-45,T,12/5/2026,IPR013604,7TM chemosensory receptor,-,-
Q9VBK6,584596d589aa2e79fd069f01dac7e00b,421,Pfam,PF04083,Partial alpha/beta-hydrolase lipase region,51,109,1.00E-18,T,12/5/2026,IPR006693,Partial AB-hydrolase lipase domain,-,-
P42787,d8fd45bd00e9e5f169e95987dc8d1d06,1406,Pfam,PF00246,Zinc carboxypeptidase,462,751,7.00E-76,T,12/5/2026,IPR000834,"Peptidase M14, carboxypeptidase A",-,-
P42787,d8fd45bd00e9e5f169e95987dc8d1d06,1406,Pfam,PF00246,Zinc carboxypeptidase,48,326,3.70E-70,T,12/5/2026,IPR000834,"Peptidase M14, carboxypeptidase A",-,-
P42787,d8fd45bd00e9e5f169e95987dc8d1d06,1406,Pfam,PF13620,Carboxypeptidase regulatory-like domain,1223,1297,2.60E-07,T,12/5/2026,-,-,-,-
P42787,d8fd45bd00e9e5f169e95987dc8d1d06,1406,Pfam,PF13620,Carboxypeptidase regulatory-like domain,339,416,9.30E-11,T,12/5/2026,-,-,-,-
Q8IQW5,1929675bbb31a6ec9ad3156c01c27527,192,Pfam,PF00011,Hsp20/alpha crystallin family,102,179,1.90E-14,T,12/5/2026,IPR002068,Alpha crystallin/Hsp20 domain,-,-
Q7K2L4,65f59720973a6c64cc0b08a0c02e7ade,317,Pfam,PF00089,Trypsin,62,301,3.60E-38,T,12/5/2026,IPR001254,"Serine proteases, trypsin domain",-,-
Q9VVY2,c450a18f95bbc3c60d3aa26227a94d0f,224,Pfam,PF01391,Collagen triple helix repeat (20 copies),88,145,7.40E-07,T,12/5/2026,IPR008160,Collagen triple helix repeat,-,-
O01404,1d2d7498e4721e38e63bafba50a9f7ef,365,Pfam,PF01082,"Copper type II ascorbate-dependent monooxygenase, N-terminal domain",53,179,1.20E-27,T,12/5/2026,IPR000323,"Copper type II, ascorbate-dependent monooxygenase, N-terminal",-,-
O01404,1d2d7498e4721e38e63bafba50a9f7ef,365,Pfam,PF03712,"Copper type II ascorbate-dependent monooxygenase, C-terminal domain",201,349,2.10E-41,T,12/5/2026,IPR024548,"Copper type II ascorbate-dependent monooxygenase, C-terminal",-,-
A8JUV7,ba52bda845e644b7029bea367097fdf9,1105,Pfam,PF13927,Immunoglobulin domain,242,315,1.70E-06,T,12/5/2026,-,-,-,-
A8JUV7,ba52bda845e644b7029bea367097fdf9,1105,Pfam,PF13927,Immunoglobulin domain,333,405,4.70E-08,T,12/5/2026,-,-,-,-
A8JUV7,ba52bda845e644b7029bea367097fdf9,1105,Pfam,PF00041,Fibronectin type III domain,613,696,1.30E-06,T,12/5/2026,IPR003961,Fibronectin type III,-,-
Q9VT33,4356d5701cc7258d18545ebb87b18925,388,Pfam,PF13793,N-terminal domain of ribose phosphate pyrophosphokinase,51,149,4.50E-37,T,12/5/2026,IPR029099,"Ribose-phosphate pyrophosphokinase, N-terminal domain",-,-
Q9VT33,4356d5701cc7258d18545ebb87b18925,388,Pfam,PF14572,Phosphoribosyl synthetase-associated domain,272,383,2.80E-34,T,12/5/2026,IPR005946,Ribose-phosphate pyrophosphokinase,-,-
Q9VCT4,ba35bf656834309364a88a54d2a2d6a5,545,Pfam,PF13927,Immunoglobulin domain,196,270,5.00E-10,T,12/5/2026,-,-,-,-
Q9VCT4,ba35bf656834309364a88a54d2a2d6a5,545,Pfam,PF07679,Immunoglobulin I-set domain,101,188,5.80E-04,T,12/5/2026,IPR013098,Immunoglobulin I-set,-,-
Q9VCT4,ba35bf656834309364a88a54d2a2d6a5,545,Pfam,PF07679,Immunoglobulin I-set domain,297,375,1.40E-11,T,12/5/2026,IPR013098,Immunoglobulin I-set,-,-
Q9VU92,6b1dbc6bfc6e77b89aac4b0661d674f3,252,Pfam,PF00106,short chain dehydrogenase,7,204,5.80E-38,T,12/5/2026,IPR002347,Short-chain dehydrogenase/reductase SDR,-,-
Q8SXY5,d3dc18fab415b8f6fbba3d58af85074a,452,Pfam,PF23334,VWC2L-like domain,115,167,0.0029,T,12/5/2026,-,-,-,-
Q9W3D8,f39da404fc8b5f5a7db4257e6f2c9aa0,188,Pfam,PF00059,Lectin C-type domain,63,174,5.70E-16,T,12/5/2026,IPR001304,C-type lectin-like,-,-
Q9VLK1,e7b7ae911f598d4602f12250893a2134,662,Pfam,PF04006,Mpp10 protein,27,580,3.90E-169,T,12/5/2026,IPR012173,"U3 small nucleolar ribonucleoprotein complex, subunit Mpp10",-,-
A8DYD4,b5594ef182ce94e77499ac3745a0ee13,224,Pfam,PF07841,DM4/DM12 family,114,197,3.10E-18,T,12/5/2026,IPR006631,Protein of unknown function DM4/12,-,-
Q9VHE0,e8be5d1424334c462aef437c518d9315,340,Pfam,PF07885,Ion channel,77,133,2.80E-11,T,12/5/2026,IPR013099,Potassium channel domain,-,-
Q9VHE0,e8be5d1424334c462aef437c518d9315,340,Pfam,PF07885,Ion channel,169,244,2.10E-10,T,12/5/2026,IPR013099,Potassium channel domain,-,-
Q9VI12,d13172cde5aeb563f8d89ed6fce8c479,278,Pfam,PF00105,"Double treble clef zinc finger, C4 type",6,74,3.40E-20,T,12/5/2026,IPR001628,"Zinc finger, nuclear hormone receptor-type",-,-
P25160,5fee76b386d8913cb48e1ec88ab50fb7,180,Pfam,PF00025,ADP-ribosylation factor family,6,175,1.20E-72,T,12/5/2026,IPR006689,"Small GTPase superfamily, ARF/SAR type",-,-
Q9VFL7,79d238c3c2a2d1f08794a24b8b8385e8,155,Pfam,PF16030,Serine protease gd N-terminus,24,133,4.60E-25,T,12/5/2026,IPR031986,"Serine protease gd, N-terminal domain",-,-
Q07152,eebcdaa73bc2923e5b554d8069043c99,537,Pfam,PF00571,CBS domain,137,185,2.3,T,12/5/2026,IPR000644,CBS domain,-,-
Q07152,eebcdaa73bc2923e5b554d8069043c99,537,Pfam,PF00571,CBS domain,197,250,0.031,T,12/5/2026,IPR000644,CBS domain,-,-
Q07152,eebcdaa73bc2923e5b554d8069043c99,537,Pfam,PF00478,IMP dehydrogenase / GMP reductase domain,51,527,2.50E-137,T,12/5/2026,IPR001093,IMP dehydrogenase/GMP reductase,-,-
Q9VN01,c2a3da60bf021b662f6d90c48bcda764,592,Pfam,PF05649,Peptidase family M13,45,320,7.80E-07,T,12/5/2026,IPR008753,"Peptidase M13, N-terminal domain",-,-
Q9V3R0,b62c3630df8763358044c881b74118f5,254,Pfam,PF01400,Astacin (Peptidase family M12A),55,249,6.60E-54,T,12/5/2026,IPR001506,Peptidase M12A,-,-
Q9VKH6,695c1edc24daf841c498133671b060b0,288,Pfam,PF02089,Palmitoyl protein thioesterase,25,268,3.10E-64,T,12/5/2026,-,-,-,-
A2VEV2,51fffcc388b34e835a11f2de089ff9da,112,Pfam,PF00498,FHA domain,23,88,6.30E-08,T,12/5/2026,IPR000253,Forkhead-associated (FHA) domain,-,-
P52656,222378d1354c79a2cb2cce119c2f51ff,106,Pfam,PF02268,"Transcription initiation factor IIA, gamma subunit, helical domain",2,48,2.20E-20,T,12/5/2026,IPR015872,"Transcription initiation factor IIA, gamma subunit, N-terminal",-,-
P52656,222378d1354c79a2cb2cce119c2f51ff,106,Pfam,PF02751,"Transcription initiation factor IIA, gamma subunit",61,101,1.20E-17,T,12/5/2026,IPR015871,"Transcription initiation factor IIA, gamma subunit, C-terminal",-,-
Q9VZS3,7b25efa0661200833d610e309f6811a4,110,Pfam,PF01253,Translation initiation factor SUI1,26,99,5.40E-24,T,12/5/2026,IPR001950,SUI1 domain,-,-
A1ZBA1,7abe0f932d9fd1e4c2f4bc080f745eb4,1549,Pfam,PF00621,RhoGEF domain,547,712,6.50E-32,T,12/5/2026,IPR000219,Dbl homology domain,-,-
A1ZBA1,7abe0f932d9fd1e4c2f4bc080f745eb4,1549,Pfam,PF22697,SOS1/NGEF-like PH domain,752,833,2.30E-05,T,12/5/2026,IPR055251,"SOS1/NGEF-like, PH domain",-,-
Q9VMI0,05d549df5c385bb5742db9db1fa205dd,391,Pfam,PF05768,Glutaredoxin-like domain (DUF836),314,388,9.50E-15,T,12/5/2026,IPR008554,Glutaredoxin-like,-,-
Q9VX04,c9b229db070dd9101f1e5c56dcca04e4,358,Pfam,PF00147,"Fibrinogen beta and gamma chains, C-terminal globular domain",176,356,8.40E-47,T,12/5/2026,IPR002181,"Fibrinogen, alpha/beta/gamma chain, C-terminal globular domain",-,-
Q9VDW0,5d29d9a1a757351c36fbe7f7acefdfe7,541,Pfam,PF00083,Sugar (and other) transporter,120,509,5.00E-17,T,12/5/2026,IPR005828,"Major facilitator, sugar transporter-like",-,-
Q4AB33,b15c45849db6a581d5e860b13f1862f5,189,Pfam,PF06477,Protein of unknown function (DUF1091),81,153,2.20E-04,T,12/5/2026,IPR010512,Protein of unknown function DUF1091,-,-
Q7KRX0,456d495571c731054512461ca5aaab23,364,Pfam,PF01223,DNA/RNA non-specific endonuclease,110,341,9.50E-24,T,12/5/2026,IPR001604,DNA/RNA non-specific endonuclease/pyrophosphatase/phosphodiesterase domain,-,-
Q7KIN0,ecb070ed27daa5b5ef6e8d6e271f414e,1446,Pfam,PF13676,TIR domain,1102,1190,0.005,T,12/5/2026,IPR000157,Toll/interleukin-1 receptor homology (TIR) domain,-,-
Q7KIN0,ecb070ed27daa5b5ef6e8d6e271f414e,1446,Pfam,PF13855,Leucine rich repeat,248,308,7.40E-08,T,12/5/2026,IPR001611,Leucine-rich repeat,-,-
Q7KIN0,ecb070ed27daa5b5ef6e8d6e271f414e,1446,Pfam,PF13855,Leucine rich repeat,878,937,9.70E-08,T,12/5/2026,IPR001611,Leucine-rich repeat,-,-
Q7KIN0,ecb070ed27daa5b5ef6e8d6e271f414e,1446,Pfam,PF13855,Leucine rich repeat,537,596,4.40E-06,T,12/5/2026,IPR001611,Leucine-rich repeat,-,-
Q7KIN0,ecb070ed27daa5b5ef6e8d6e271f414e,1446,Pfam,PF13855,Leucine rich repeat,444,501,1.60E-11,T,12/5/2026,IPR001611,Leucine-rich repeat,-,-
Q9VLG9,4200e26e9d37c84439f8cb1791245dfe,469,Pfam,PF00206,Lyase,15,306,9.50E-71,T,12/5/2026,IPR022761,"Fumarate lyase, N-terminal",-,-
Q9VLG9,4200e26e9d37c84439f8cb1791245dfe,469,Pfam,PF14698,Argininosuccinate lyase C-terminal,371,437,2.10E-21,T,12/5/2026,IPR029419,"Argininosuccinate lyase, C-terminal",-,-
A0A0B4LHI9,98fe9a53d8c04232f355ab0fd94613cf,454,Pfam,PF01007,Inward rectifier potassium channel transmembrane domain,100,246,7.60E-54,T,12/5/2026,IPR040445,"Potassium channel, inwardly rectifying, transmembrane domain",-,-
A0A0B4LHI9,98fe9a53d8c04232f355ab0fd94613cf,454,Pfam,PF17655,Inward rectifier potassium channel C-terminal domain,253,424,1.30E-67,T,12/5/2026,IPR041647,"Inward rectifier potassium channel, C-terminal",-,-
P50535,9ace7f493bf005d642d47dd2705ad501,1039,Pfam,PF15275,PEHE domain,866,978,2.00E-22,T,12/5/2026,IPR029332,PEHE domain,-,-
Q7JWX3,b92bc55c1deab004b82c9f6da6bdc213,476,Pfam,PF00079,Serpin (serine protease inhibitor),107,471,2.20E-95,T,12/5/2026,IPR023796,Serpin domain,-,-
P11956,23158ae6e54811d8771768e38c6df4e7,43,Pfam,PF02067,Metallothionein family 5,1,41,6.70E-13,T,12/5/2026,IPR000966,"Metallothionein, family 5, Diptera",-,-
Q7YZ91,ffd46bdc165f295c90813765491583a9,375,Pfam,PF00096,"Zinc finger, C2H2 type",255,277,0.97,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q7YZ91,ffd46bdc165f295c90813765491583a9,375,Pfam,PF00096,"Zinc finger, C2H2 type",311,333,8,T,12/5/2026,IPR013087,Zinc finger C2H2-type,-,-
Q7YZ91,ffd46bdc165f295c90813765491583a9,375,Pfam,PF07776,Zinc-finger associated domain (zf-AD),9,79,1.20E-05,T,12/5/2026,IPR012934,"Zinc finger, AD-type",-,-
Q0E8N2,05acd47e269449b07c4942e22c4fd0ec,727,Pfam,PF00169,PH domain,595,707,9.90E-19,T,12/5/2026,IPR001849,Pleckstrin homology domain,-,-
Q0E8N2,05acd47e269449b07c4942e22c4fd0ec,727,Pfam,PF01369,Sec7 domain,396,577,4.50E-73,T,12/5/2026,IPR000904,Sec7 domain,-,-
A0A0B4LHM7,097cbe8d0e39aa987f66ef6d0244a7d9,789,Pfam,PF00028,Cadherin domain,146,240,5.50E-06,T,12/5/2026,IPR002126,Cadherin-like,-,-
A0A0B4LHM7,097cbe8d0e39aa987f66ef6d0244a7d9,789,Pfam,PF28393,"Cadherin-99C-like, immunoglobulin-like domain",27,135,9.20E-27,T,12/5/2026,IPR060037,"Cadherin-99C, immunoglobulin-like domain",-,-
A0A0B4JCY1,44b526b94d16d898088efa19a6eeacaf,1099,Pfam,PF04547,Calcium-activated chloride channel,431,1007,5.90E-148,T,12/5/2026,IPR049452,"Anoctamin, transmembrane domain",-,-
A0A0B4JCY1,44b526b94d16d898088efa19a6eeacaf,1099,Pfam,PF16178,"Anoctamin, dimerisation domain",186,428,1.30E-66,T,12/5/2026,IPR032394,"Anoctamin, dimerisation domain",-,-
Q7K1Q7,0f544139c710c5c7a2d53a0fb6def7c6,256,Pfam,PF17777,Insertion domain in 60S ribosomal protein L10P,126,195,6.40E-24,T,12/5/2026,IPR040637,"Large ribosomal subunit protein uL10-like, insertion domain",-,-
Q7K1Q7,0f544139c710c5c7a2d53a0fb6def7c6,256,Pfam,PF00466,Ribosomal protein L10,20,120,1.60E-18,T,12/5/2026,IPR001790,"Large ribosomal subunit protein uL10, N-terminal",-,-
Q9VYG1,296f3c321246407fc3620ed8a1166375,506,Pfam,PF10508,Proteasome non-ATPase 26S subunit,5,505,2.30E-193,T,12/5/2026,IPR019538,26S proteasome non-ATPase regulatory subunit 5,-,-
